img, img1, img2, ann
/home/nayara/Documentos/TrackNet/Dataset/Clip57/0092.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip57/0091.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip57/0090.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip57/0092.png
/home/nayara/Documentos/TrackNet/Dataset/Clip68/0153.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip68/0152.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip68/0151.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip68/0153.png
/home/nayara/Documentos/TrackNet/Dataset/Clip71/0029.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip71/0028.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip71/0027.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip71/0029.png
/home/nayara/Documentos/TrackNet/Dataset/Clip66/0103.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip66/0102.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip66/0101.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip66/0103.png
/home/nayara/Documentos/TrackNet/Dataset/Clip72/0340.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip72/0339.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip72/0338.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip72/0340.png
/home/nayara/Documentos/TrackNet/Dataset/Clip61/0119.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip61/0118.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip61/0117.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip61/0119.png
/home/nayara/Documentos/TrackNet/Dataset/Clip36/0226.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip36/0225.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip36/0224.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip36/0226.png
/home/nayara/Documentos/TrackNet/Dataset/Clip2/0114.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip2/0113.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip2/0112.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip2/0114.png
/home/nayara/Documentos/TrackNet/Dataset/Clip27/0214.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip27/0213.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip27/0212.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip27/0214.png
/home/nayara/Documentos/TrackNet/Dataset/Clip30/0034.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip30/0033.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip30/0032.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip30/0034.png
/home/nayara/Documentos/TrackNet/Dataset/Clip60/0056.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip60/0055.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip60/0054.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip60/0056.png
/home/nayara/Documentos/TrackNet/Dataset/Clip53/0169.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip53/0168.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip53/0167.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip53/0169.png
/home/nayara/Documentos/TrackNet/Dataset/Clip20/0026.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip20/0025.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip20/0024.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip20/0026.png
/home/nayara/Documentos/TrackNet/Dataset/Clip58/0169.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip58/0168.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip58/0167.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip58/0169.png
/home/nayara/Documentos/TrackNet/Dataset/Clip26/0051.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip26/0050.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip26/0049.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip26/0051.png
/home/nayara/Documentos/TrackNet/Dataset/Clip56/0002.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip56/0001.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip56/0000.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip56/0002.png
/home/nayara/Documentos/TrackNet/Dataset/Clip56/0090.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip56/0089.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip56/0088.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip56/0090.png
/home/nayara/Documentos/TrackNet/Dataset/Clip81/0038.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip81/0037.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip81/0036.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip81/0038.png
/home/nayara/Documentos/TrackNet/Dataset/Clip38/0015.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip38/0014.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip38/0013.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip38/0015.png
/home/nayara/Documentos/TrackNet/Dataset/Clip18/0065.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip18/0064.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip18/0063.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip18/0065.png
/home/nayara/Documentos/TrackNet/Dataset/Clip54/0498.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip54/0497.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip54/0496.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip54/0498.png
/home/nayara/Documentos/TrackNet/Dataset/Clip29/0013.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip29/0012.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip29/0011.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip29/0013.png
/home/nayara/Documentos/TrackNet/Dataset/Clip24/0384.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip24/0383.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip24/0382.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip24/0384.png
/home/nayara/Documentos/TrackNet/Dataset/Clip60/0528.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip60/0527.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip60/0526.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip60/0528.png
/home/nayara/Documentos/TrackNet/Dataset/Clip31/0156.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip31/0155.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip31/0154.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip31/0156.png
/home/nayara/Documentos/TrackNet/Dataset/Clip7/0131.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip7/0130.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip7/0129.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip7/0131.png
/home/nayara/Documentos/TrackNet/Dataset/Clip60/0846.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip60/0845.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip60/0844.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip60/0846.png
/home/nayara/Documentos/TrackNet/Dataset/Clip37/0353.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip37/0352.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip37/0351.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip37/0353.png
/home/nayara/Documentos/TrackNet/Dataset/Clip55/0293.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip55/0292.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip55/0291.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip55/0293.png
/home/nayara/Documentos/TrackNet/Dataset/Clip19/0545.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip19/0544.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip19/0543.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip19/0545.png
/home/nayara/Documentos/TrackNet/Dataset/Clip37/0075.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip37/0074.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip37/0073.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip37/0075.png
/home/nayara/Documentos/TrackNet/Dataset/Clip4/0075.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip4/0074.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip4/0073.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip4/0075.png
/home/nayara/Documentos/TrackNet/Dataset/Clip27/0153.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip27/0152.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip27/0151.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip27/0153.png
/home/nayara/Documentos/TrackNet/Dataset/Clip35/0158.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip35/0157.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip35/0156.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip35/0158.png
/home/nayara/Documentos/TrackNet/Dataset/Clip66/0109.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip66/0108.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip66/0107.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip66/0109.png
/home/nayara/Documentos/TrackNet/Dataset/Clip55/0414.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip55/0413.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip55/0412.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip55/0414.png
/home/nayara/Documentos/TrackNet/Dataset/Clip35/0143.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip35/0142.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip35/0141.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip35/0143.png
/home/nayara/Documentos/TrackNet/Dataset/Clip53/0577.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip53/0576.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip53/0575.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip53/0577.png
/home/nayara/Documentos/TrackNet/Dataset/Clip60/0482.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip60/0481.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip60/0480.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip60/0482.png
/home/nayara/Documentos/TrackNet/Dataset/Clip55/0482.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip55/0481.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip55/0480.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip55/0482.png
/home/nayara/Documentos/TrackNet/Dataset/Clip10/0089.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip10/0088.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip10/0087.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip10/0089.png
/home/nayara/Documentos/TrackNet/Dataset/Clip53/0131.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip53/0130.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip53/0129.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip53/0131.png
/home/nayara/Documentos/TrackNet/Dataset/Clip21/0310.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip21/0309.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip21/0308.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip21/0310.png
/home/nayara/Documentos/TrackNet/Dataset/Clip14/0275.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip14/0274.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip14/0273.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip14/0275.png
/home/nayara/Documentos/TrackNet/Dataset/Clip76/0224.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip76/0223.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip76/0222.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip76/0224.png
/home/nayara/Documentos/TrackNet/Dataset/Clip52/0054.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip52/0053.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip52/0052.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip52/0054.png
/home/nayara/Documentos/TrackNet/Dataset/Clip21/0302.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip21/0301.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip21/0300.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip21/0302.png
/home/nayara/Documentos/TrackNet/Dataset/Clip74/0062.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip74/0061.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip74/0060.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip74/0062.png
/home/nayara/Documentos/TrackNet/Dataset/Clip76/0154.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip76/0153.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip76/0152.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip76/0154.png
/home/nayara/Documentos/TrackNet/Dataset/Clip79/0152.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip79/0151.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip79/0150.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip79/0152.png
/home/nayara/Documentos/TrackNet/Dataset/Clip72/0147.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip72/0146.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip72/0145.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip72/0147.png
/home/nayara/Documentos/TrackNet/Dataset/Clip60/0456.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip60/0455.jpg,/home/nayara/Documentos/TrackNet/Dataset/Clip60/0454.jpg,/home/nayara/Documentos/TrackNet/GroundTruth/Clip60/0456.png
